time,size,AtoB,AtoC,AtoD
6.23175,1442,1.7883998558e-2,1.7885225996e-2,4.4038825996e-2
6.412,626,5.0112310286e-2,5.011989664e-2,9.4881041666e-2
6.49025,146,1.5291999854e-2,1.5298297476e-2,7.1112568006e-2
6.5085,674,2.9193954183e-2,2.9200841569e-2,6.5813151262e-2
6.59275,626,3.5030738871e-2,3.503844482e-2,7.7509679977e-2
6.671,1490,3.4760447587e-2,3.4764303777e-2,0.109782592208
6.85725,1394,4.1649367724e-2,4.1658721448e-2,0.101743513751
7.0315,1346,6.1557146632e-2,6.1566631436e-2,9.8908116046e-2
7.19975,1154,4.497188353e-2,4.4975248909e-2,9.498407864e-2
7.344,1250,4.9578853489e-2,4.9583246477e-2,8.1747860122e-2
7.50025,914,1.6827999086e-2,1.683466184e-2,4.256586184e-2
7.6145,50,4.0220437095e-2,4.0225083213e-2,0.10382739966
7.62075,194,4.0544318947e-2,4.0545422134e-2,7.1538247492e-2
7.645,434,5.5796786022e-2,5.5802986758e-2,9.3977824363e-2
7.69925,626,6.3750795509e-2,6.3758451349e-2,0.125230065875
7.7775,1394,1.7787998606e-2,1.7791297335e-2,5.6260326443e-2
7.95175,146,3.5718809641e-2,3.5727589073e-2,6.3887763585e-2
7.97,482,1.5963999518e-2,1.5974938795e-2,7.6075230135e-2
8.03025,290,5.5589315766e-2,5.5592666571e-2,0.112260852854
8.0665,962,4.2896989357e-2,4.2906010108e-2,0.113768211437
8.18675,914,6.3724967122e-2,6.373529866e-2,9.1878457188e-2
8.301,914,1.6827999086e-2,1.6834652451e-2,4.2565852451e-2
8.41525,1442,2.6191834576e-2,2.6195897057e-2,9.7406838513e-2
8.5955,434,4.9957039577e-2,4.996084849e-2,0.107455288383
8.64975,962,4.3581947308e-2,4.3591509963e-2,0.117038712581
8.77,1250,6.5956328602e-2,6.5961976421e-2,0.119372835663
8.92625,674,5.3538991711e-2,5.3545991098e-2,0.10929600833
9.0105,770,3.8134318722e-2,3.8144110532e-2,9.0461871941e-2
9.10675,434,3.9216310528e-2,3.9226825604e-2,6.4574025604e-2
9.161,914,1.6827999086e-2,1.6834718157e-2,6.0647532904e-2
9.27525,770,1.653999923e-2,1.6544219435e-2,8.6593526337e-2
9.3715,1106,3.2936765893e-2,3.2945677425e-2,8.2816047721e-2
9.50975,770,2.7356173789e-2,2.7365794552e-2,7.719558917e-2
9.606,1490,4.0982814874e-2,4.0988647478e-2,6.7180647478e-2
9.79225,722,5.4702074992e-2,5.470388228e-2,0.107244377226
9.8825,242,1.9682407977e-2,1.9687401776e-2,7.4758927067e-2
9.91275,674,5.8300288966e-2,5.8306357507e-2,0.110312631215
9.997,530,3.6548449773e-2,3.6553785162e-2,8.4468850947e-2
10.06325,818,2.576202082e-2,2.5769077517e-2,6.0414817035e-2
10.1655,1298,3.5870255661e-2,3.5878336607e-2,0.111771689448
10.32775,866,2.6652506803e-2,2.6659434184e-2,9.7908392011e-2
10.436,1154,2.416506968e-2,2.4172747969e-2,5.6622468811e-2
10.58025,914,3.4591453553e-2,3.4601322047e-2,0.10850552122
10.6945,1490,2.3388858346e-2,2.3395975166e-2,5.8425465501e-2
10.88075,722,1.6443999278e-2,1.6447590384e-2,7.337370196e-2
10.971,578,2.1940304753e-2,2.194369435e-2,5.2601892479e-2
11.04325,98,5.7928432386e-2,5.7935164701e-2,8.3013564701e-2
11.0555,962,2.0399665084e-2,2.0404270938e-2,6.130852122e-2
11.17575,482,1.712273174e-2,1.7132335196e-2,7.5539634833e-2
11.236,1154,2.9636018789e-2,2.9639918154e-2,6.4229880671e-2
11.38025,770,1.653999923e-2,1.6544555321e-2,4.2160555321e-2
11.4765,1154,3.0890081423e-2,3.0894820406e-2,6.2047637892e-2
11.62075,50,2.1022755642e-2,2.102413925e-2,4.7510714176e-2
11.627,98,2.8210546609e-2,2.8213496161e-2,6.2792182181e-2
11.63925,866,6.5982907329e-2,6.5987160635e-2,0.105181840394
11.7475,98,2.380065215e-2,2.3808237778e-2,9.3326914698e-2
11.75975,626,2.4066774939e-2,2.4074969486e-2,5.7180242679e-2
11.838,1346,4.107285934e-2,4.1079534333e-2,9.4826473779e-2
12.00625,1058,2.5721121387e-2,2.5725105234e-2,5.9394350206e-2
12.1385,50,2.061916892e-2,2.062994688e-2,5.4215078333e-2
12.14475,626,3.0966738771e-2,3.0970667907e-2,
12.223,98,1.6202942959e-2,1.6208133356e-2,4.5787110116e-2
12.23525,1490,6.2461134414e-2,6.2467113863e-2,9.3410832e-2
12.4215,530,2.6410706457e-2,2.6412604874e-2,5.2132318417e-2
12.48775,1010,2.8238934241e-2,2.8240533439e-2,9.5030764936e-2
12.614,194,2.6612386088e-2,2.6623108418e-2,5.6870008655e-2
12.63825,1490,2.5768208332e-2,2.5770958375e-2,6.0209058177e-2
12.8245,338,4.7620524158e-2,4.7630369037e-2,8.4914800447e-2
12.86675,386,2.889152489e-2,2.8893500222e-2,5.4202300222e-2
12.915,386,2.4773403772e-2,2.4779346875e-2,5.5761043511e-2
12.96325,1250,6.0062427611e-2,6.0071373792e-2,0.104473577709
13.1195,338,2.6050571901e-2,2.6053512407e-2,5.6746806761e-2
13.16175,290,2.4381626682e-2,2.4389882341e-2,5.8642255566e-2
13.198,1394,2.2787998606e-2,2.279499838e-2,5.6386524857e-2
13.37225,770,1.653999923e-2,1.6545543605e-2,8.2147606399e-2
13.4685,770,1.653999923e-2,1.6549213725e-2,6.0596651858e-2
13.56475,578,3.1541195034e-2,3.1550326234e-2,5.8150897764e-2
13.637,1202,3.2163988365e-2,3.2165760847e-2,6.6139842859e-2
13.78725,194,3.6835641581e-2,3.684396171e-2,6.199916171e-2
13.8115,1442,3.7190876185e-2,3.7200567326e-2,6.3354167326e-2
13.99175,1202,4.0566414049e-2,4.0574180246e-2,0.113584050948
14.142,1394,2.5940799218e-2,2.5948608281e-2,6.0424221184e-2
14.31625,578,2.7461640916e-2,2.7467160755e-2,6.2602628598e-2
14.3885,1010,3.1935265175e-2,3.1937721908e-2,6.4907551689e-2
14.51475,674,6.5364821455e-2,6.5368899085e-2,0.100010476194
14.599,770,2.668717323e-2,2.6696507904e-2,5.9487093745e-2
14.69525,1298,1.7595998702e-2,1.7601267406e-2,4.4353993334e-2
14.8575,866,5.0060852681e-2,5.0068953161e-2,0.114753513623
14.96575,194,2.6449774018e-2,2.6460088051e-2,5.9744813053e-2
14.99,578,6.0924392461e-2,6.0932973899e-2,8.6395373899e-2
15.06225,866,3.0181015272e-2,3.0182928952e-2,6.4302145572e-2
15.1705,290,2.564644341e-2,2.5656826602e-2,5.896482809e-2
15.20675,146,2.3155617235e-2,2.3164444205e-2,5.4887035107e-2
15.225,1154,2.6664628526e-2,2.6671354274e-2,5.7166092069e-2
15.36925,1442,2.4132456609e-2,2.4135422177e-2,5.4712222177e-2
15.5495,914,2.4095317398e-2,2.4097585584e-2,5.9229513844e-2
15.66375,1250,2.790366411e-2,2.7908215539e-2,5.8974151513e-2
15.82,914,2.1827999086e-2,2.1837875144e-2,5.3931156518e-2
15.93425,914,2.9203490869e-2,2.9208082983e-2,6.122304688e-2
16.0485,1106,2.4615816499e-2,2.4622364251e-2,5.8436572928e-2
16.18675,1250,2.2705020247e-2,2.2713396109e-2,5.616252683e-2
16.343,1202,2.507541099e-2,2.5080153316e-2,5.5560953316e-2
16.49325,1250,2.4831021388e-2,2.4838283285e-2,5.844240727e-2
16.6495,578,2.8922180093e-2,2.8927161784e-2,6.201642173e-2
16.72175,482,2.6200157665e-2,2.6207144774e-2,5.8497151662e-2
16.782,818,2.319578894e-2,2.320101105e-2,5.6536866089e-2
16.88425,1394,3.1030013401e-2,3.1035426023e-2,6.1823018286e-2
17.0585,626,2.8674049369e-2,2.8684901698e-2,5.9708170097e-2
17.13675,1394,3.0179877009e-2,3.0186410065e-2,6.0744010065e-2
17.311,962,3.184662826e-2,3.1855258113e-2,6.6315774362e-2
17.43125,194,2.5321429687e-2,2.5328041156e-2,6.0270593217e-2
17.4555,50,2.5052139636e-2,2.5057588831e-2,5.5173526079e-2
17.46175,1442,2.6701441828e-2,2.6703844407e-2,6.0141522535e-2
17.642,1490,3.2006063978e-2,3.2015272196e-2,6.3132094264e-2
17.82825,482,2.0963999518e-2,2.0966450192e-2,5.1323472906e-2
17.8885,530,2.5854880683e-2,2.5861878215e-2,5.948933868e-2
17.95475,242,2.4249487335e-2,2.4254517204e-2,5.5857828791e-2
17.985,674,2.4351025451e-2,2.4353140935e-2,5.6787228196e-2
18.06925,530,2.4395052804e-2,2.4401216748e-2,5.513692935e-2
18.1355,1346,3.0239767418e-2,3.0241687397e-2,6.2709047486e-2
18.30375,1058,2.2115998942e-2,2.2122850807e-2,5.4704709618e-2
18.436,1250,2.8112122973e-2,2.8116533782e-2,5.9436393284e-2
18.59225,770,2.3846303636e-2,2.3857118018e-2,5.4671209706e-2
18.6885,626,2.4729638892e-2,2.4736040771e-2,5.8816996597e-2
18.76675,866,3.0286305015e-2,3.0297295121e-2,6.5406263166e-2
18.875,866,3.0144820352e-2,3.0151672612e-2,6.352960885e-2
18.98325,1346,2.8323620581e-2,2.8325299865e-2,5.9534234831e-2
19.1515,194,2.0387999806e-2,2.0391634352e-2,5.123356229e-2
19.17575,1106,2.4471137167e-2,2.4480107944e-2,5.8949280398e-2
19.314,98,2.0977171216e-2,2.097939057e-2,5.2150843079e-2
19.32625,338,2.5548510803e-2,2.5549607984e-2,6.0080049367e-2
19.3685,1058,3.1756555702e-2,3.1765625395e-2,6.6754422906e-2
19.50075,1202,2.4481066767e-2,2.448465796e-2,5.9594934887e-2
19.651,530,2.168667019e-2,2.1695925321e-2,5.1907925321e-2
19.71725,1010,2.6149321701e-2,2.6153395538e-2,5.6557395538e-2
19.8435,770,2.501608181e-2,2.5019251856e-2,5.8286110474e-2
19.93975,866,2.7387553722e-2,2.7395337547e-2,5.8239334991e-2
20.048,1394,4.6355795179e-2,4.6361287766e-2,9.9065562869e-2
20.22225,386,3.4885126756e-2,3.4890904664e-2,6.8301236899e-2
20.2705,770,3.8579207791e-2,3.8585275939e-2,9.2149411449e-2
20.36675,770,1.653999923e-2,1.6543646318e-2,6.3267869443e-2
20.463,338,2.9258360592e-2,2.9269182353e-2,0.103580931793
20.50525,1346,2.4493398521e-2,2.4496303605e-2,7.001058991e-2
20.6735,194,1.5387999806e-2,1.5389480445e-2,5.1263949959e-2
20.69775,530,1.605999947e-2,1.6068265106e-2,5.4159640722e-2
20.764,1202,5.8702805465e-2,5.8706031845e-2,9.4491240057e-2
20.91425,1106,6.2153066589e-2,6.2160435575e-2,0.102966266535
21.0525,194,6.4318752828e-2,6.4324776109e-2,0.129011136254
21.07675,1490,4.0664600576e-2,4.0672603292e-2,7.5590904895e-2
21.263,1490,3.6243144791e-2,3.6249528362e-2,6.8624860659e-2
21.44925,770,3.9050978554e-2,3.9054400243e-2,7.0510445642e-2
21.5455,674,4.07142589e-2,4.0723231955e-2,9.4928943133e-2
21.62975,1346,3.5051493816e-2,3.5055978125e-2,8.5867586257e-2
21.798,242,3.5123281314e-2,3.5132361552e-2,7.0561548686e-2
21.82825,1202,4.8707296526e-2,4.8711369381e-2,0.120113523999
21.9785,50,3.1280777872e-2,3.1283611516e-2,6.8323558534e-2
21.98475,578,1.7119419097e-2,1.7121633035e-2,4.3049819497e-2
22.057,722,5.3846267777e-2,5.3849341058e-2,0.127424274167
22.14725,386,3.851882893e-2,3.8521485092e-2,6.514638545e-2
22.1955,1106,5.1697465672e-2,5.1708121024e-2,7.7592921024e-2
22.33375,338,5.2679375251e-2,5.2680937329e-2,7.7951337329e-2
22.376,962,1.6923999038e-2,1.6928821618e-2,6.1897822758e-2
22.49625,50,2.9931477726e-2,2.9940124522e-2,8.4221328783e-2
22.5025,674,4.129720164e-2,4.1299948269e-2,9.4369416103e-2
22.58675,530,6.0111203346e-2,6.0120618484e-2,8.5544618484e-2
22.653,1106,6.0020729049e-2,6.0024683999e-2,0.12834268254
22.79125,578,1.792808125e-2,1.7936821883e-2,4.3399221883e-2
22.8635,1490,4.638815708e-2,4.6395598421e-2,8.7380028635e-2
23.04975,722,6.0239052193e-2,6.0242420235e-2,0.133290343976
23.14,674,4.867785295e-2,4.867991726e-2,0.103278611174
23.22425,1154,3.930025571e-2,3.9305914713e-2,7.6081973137e-2
23.3685,1250,2.4345500001e-2,2.4351101241e-2,5.5869290406e-2
23.52475,290,2.8398139687e-2,2.8404737099e-2,7.0632513543e-2
23.561,482,6.2986029275e-2,6.2992285936e-2,8.8377885936e-2
23.62125,98,3.587408797e-2,3.5884424531e-2,0.10095266477
23.6335,1298,5.5531691518e-2,5.5535630812e-2,8.1574030812e-2
23.79575,482,1.5963999518e-2,1.5966962855e-2,5.7186005885e-2
23.856,1202,6.0774137651e-2,6.0778982146e-2,9.7757702589e-2
24.00625,98,4.7933951627e-2,4.793542678e-2,0.109693709336
24.0185,914,5.6363361359e-2,5.6369240893e-2,0.112936581629
24.13275,530,4.7477242652e-2,4.7484374015e-2,9.3985738698e-2
24.199,962,2.5843732614e-2,2.5847353133e-2,5.1616953133e-2
24.31925,770,1.653999923e-2,1.6548671219e-2,4.9431729114e-2
24.4155,194,4.7561137917e-2,4.7568309194e-2,9.245208037e-2
24.43975,674,6.1185451797e-2,6.1190051893e-2,0.105640384481
24.524,914,5.007416609e-2,5.0084881984e-2,8.3742123244e-2
24.63825,770,3.8725304363e-2,3.8734771727e-2,8.7423595609e-2
24.7345,1298,2.854478242e-2,2.8548420147e-2,7.7053235686e-2
24.89675,1490,5.3562671314e-2,5.3565947779e-2,9.8425822636e-2
25.083,1442,4.0336045652e-2,4.0343817269e-2,0.116366358576
25.26325,1346,4.5645468779e-2,4.5652247111e-2,7.1729047111e-2
25.4315,386,4.1998713867e-2,4.2000329512e-2,8.8332147797e-2
25.47975,482,1.5963999518e-2,1.5971340035e-2,4.1356940035e-2
25.54,1298,4.524206346e-2,4.5252437639e-2,7.4909498254e-2
25.70225,242,3.2413408293e-2,3.242319511e-2,7.5585880013e-2
25.7325,98,3.2560034331e-2,3.2563281306e-2,9.1040793828e-2
25.74475,578,5.5207558244e-2,5.5211246636e-2,8.2228874892e-2
25.817,1106,4.7651101916e-2,4.7661484352e-2,7.3546284352e-2
25.95525,1490,6.0454309355e-2,6.0460030155e-2,0.116339121863
26.1415,386,5.6960653172e-2,5.6962970265e-2,0.107069865491
26.18975,1058,6.3998866755e-2,6.40045526e-2,9.3319540594e-2
26.322,146,5.3242463447e-2,5.3250542758e-2,0.117492617624
26.34025,98,4.9181920152e-2,4.9184611713e-2,0.113310770739
26.3525,194,3.3347320723e-2,3.3349284878e-2,0.100336510972
26.37675,914,2.2890414514e-2,2.2897627146e-2,5.2520289373e-2
26.491,578,3.8747784018e-2,3.8752019637e-2,6.4214419637e-2
26.56325,1058,2.3328620869e-2,2.3332170013e-2,7.1072784687e-2
26.6955,1442,3.4872052475e-2,3.4881209233e-2,7.9489668266e-2
26.87575,530,3.3518984098e-2,3.3526776909e-2,8.8776995171e-2
26.942,962,4.9372827258e-2,4.9382275094e-2,9.2139277086e-2
27.06225,578,2.1208241384e-2,2.1211722699e-2,8.7128819562e-2
27.1345,1202,4.6106039932e-2,4.6109957313e-2,9.325424154e-2
27.28475,674,6.2764915279e-2,6.2772989914e-2,0.137475095577
27.369,1058,4.624231525e-2,4.6249538453e-2,7.2095938453e-2
27.50125,98,1.5195999902e-2,1.5206602597e-2,6.2615307204e-2
27.5135,98,3.3831457283e-2,3.3841583952e-2,9.6420778928e-2
27.52575,1394,5.2372278709e-2,5.2374319551e-2,0.123302962526
27.7,1154,1.7307998846e-2,1.7315762154e-2,4.3238962154e-2
27.84425,626,1.7613771792e-2,1.7619802939e-2,5.1322673309e-2
27.9225,1202,2.0375513857e-2,2.0381843617e-2,8.9295433535e-2
28.07275,626,3.4006589512e-2,3.4012117792e-2,6.4878781234e-2
28.151,50,2.1430266544e-2,2.143956354e-2,4.647956354e-2
28.15725,626,6.141874143e-2,6.1419930768e-2,8.6920730768e-2
28.2355,1394,2.3268493887e-2,2.3273038383e-2,9.4764796239e-2
28.40975,818,1.8313953402e-2,1.8323052242e-2,6.3781190463e-2
28.512,146,5.1816634662e-2,5.1821583975e-2,8.1761079137e-2
28.53025,1058,2.2596437412e-2,2.2603834357e-2,4.8450234357e-2
28.6625,722,4.0418710353e-2,4.0421495838e-2,0.108137076299
28.75275,194,4.8245816472e-2,4.8254214108e-2,8.1421339142e-2
28.777,242,2.7075803971e-2,2.7080171241e-2,6.1857250965e-2
28.80725,242,2.9042134194e-2,2.904787153e-2,8.0790423394e-2
28.8375,242,6.2392061709e-2,6.2398193168e-2,8.7591793168e-2
28.86775,626,6.2136761333e-2,6.2144427456e-2,0.111866960668
28.946,914,3.2253177308e-2,3.2257476895e-2,6.2544185389e-2
29.06025,1298,4.6334977952e-2,4.6338302113e-2,0.121755585206
29.2225,674,3.6279440498e-2,3.6284959668e-2,7.6128904679e-2
29.30675,1490,5.7433598111e-2,5.7440038267e-2,0.132796627761
29.493,482,6.3168240674e-2,6.3175628779e-2,9.2799870134e-2
29.55325,146,1.5291999854e-2,1.5300008945e-2,4.0416808945e-2
29.5715,242,6.2199754773e-2,6.2206120895e-2,0.118963725614
29.60175,386,4.0983063758e-2,4.0992890973e-2,6.7424106038e-2
29.65,386,1.7650133006e-2,1.7660604437e-2,7.1436612584e-2
29.69825,626,6.2750745053e-2,6.2757195049e-2,0.114021787966
29.7765,146,3.3710360355e-2,3.37114955e-2,8.2827399776e-2
29.79475,1058,1.9751179892e-2,1.9760124256e-2,8.9770999309e-2
29.927,1490,6.7473248015e-2,6.747652183e-2,0.112544035055
30.11325,818,1.9281417229e-2,1.9288763415e-2,7.6877599825e-2
30.2155,482,1.7141387994e-2,1.714948743e-2,5.1628333852e-2
30.27575,674,4.9326336584e-2,4.9328066415e-2,0.119720052181
30.36,338,6.1793376198e-2,6.1801365219e-2,0.114927472551
30.40225,626,5.8965887363e-2,5.89687684e-2,0.113704080177
30.4805,482,2.9906598814e-2,2.9911468673e-2,5.7932175117e-2
30.54075,98,,,
30.553,770,2.6529148167e-2,2.6532390083e-2,6.4403546495e-2
30.64925,1346,2.7698629447e-2,2.7701960013e-2,8.7722133722e-2
30.8175,1202,3.5359510606e-2,3.5369286806e-2,0.108083090061
30.96775,1394,4.3233409587e-2,4.3235291742e-2,0.107329636345
31.142,770,4.0273156894e-2,4.0274965509e-2,9.035762352e-2
31.23825,1442,3.2240829646e-2,3.2251427625e-2,6.0169229766e-2
31.4185,770,5.5624146891e-2,5.5633984727e-2,0.1049516581
31.51475,338,1.5688659689e-2,1.5698659681e-2,4.0969059681e-2
31.557,98,1.6469128338e-2,1.6472305178e-2,8.05974472e-2
31.56925,1298,5.9100605306e-2,5.910930934e-2,0.132574890494
31.7315,98,4.3956347417e-2,4.3963085736e-2,0.116292680451
31.74375,50,1.509999995e-2,1.5104873282e-2,6.5305049961e-2
31.75,530,3.2643358338e-2,3.2649537755e-2,7.07039855e-2
31.81625,1490,3.699374422e-2,3.6995907542e-2,9.7984111959e-2
32.0025,722,1.6443999278e-2,1.6448627035e-2,4.2026227035e-2
32.09275,1154,1.7307998846e-2,1.7317327115e-2,5.4780126973e-2
32.237,146,5.7740751482e-2,5.7742929878e-2,8.4663676442e-2
32.25525,578,6.3641377061e-2,6.3645710455e-2,0.123569455978
32.3275,1346,4.2809688397e-2,4.2813908223e-2,7.2963305939e-2
32.49575,818,6.010988737e-2,6.0120458916e-2,8.5774858916e-2
32.598,146,1.5291999854e-2,1.5301588889e-2,4.9186127827e-2
32.61625,1394,3.9176970784e-2,3.9184108307e-2,9.6537853039e-2
32.7905,866,2.1135247563e-2,2.1140512537e-2,5.5451062906e-2
32.89875,1010,6.0037758909e-2,6.0045617896e-2,0.123572074134
33.025,530,3.5207743872e-2,3.5210081993e-2,8.7706291857e-2
33.09125,482,5.6559598036e-2,5.6561780312e-2,8.6232325628e-2
33.1515,866,3.1028992747e-2,3.1030744249e-2,9.5934765288e-2
33.25975,962,3.370040245e-2,3.3704164696e-2,8.8644635476e-2
33.38,1394,5.910082354e-2,5.9102982593e-2,0.120861249803
33.55425,1010,4.7966313324e-2,4.7970316076e-2,9.8458287934e-2
33.6805,1058,3.5561615529e-2,3.5562944417e-2,8.5538919535e-2
33.81275,1154,4.5200156281e-2,4.5202867957e-2,7.1126067957e-2
33.957,722,1.6443999278e-2,1.6449462598e-2,6.2717509317e-2
34.04725,1058,2.3016283683e-2,2.3019029459e-2,9.8491109309e-2
34.1795,770,6.52621956e-2,6.526669551e-2,0.13403438334
34.27575,338,2.0214079851e-2,2.0220468347e-2,8.1345342057e-2
34.318,1154,2.4606945226e-2,2.4615608821e-2,7.1849320797e-2
34.46225,434,1.6716844213e-2,1.6718608958e-2,4.2065808958e-2
34.5165,1298,5.6645426658e-2,5.6648650518e-2,0.108680433076
34.67875,1202,3.6771390041e-2,3.6775732881e-2,9.3375321701e-2
34.829,722,2.2373841869e-2,2.2377764444e-2,4.7955364444e-2
34.91925,50,5.7722525194e-2,5.7726861894e-2,9.9131039582e-2
34.9255,1490,4.8189062993e-2,4.8191610135e-2,8.68025033e-2
35.11175,1058,6.4615774828e-2,6.4622077023e-2,0.110073258665
35.244,482,3.1930290126e-2,3.1938062967e-2,5.7323662967e-2
35.30425,818,5.0623457977e-2,5.0629657929e-2,7.6284057929e-2
35.4065,722,3.3460562842e-2,3.3463032344e-2,7.7329552046e-2
35.49675,338,,,
35.539,1058,3.7232391465e-2,3.7240611323e-2,7.2497020111e-2
35.67125,818,6.2230449268e-2,6.2239532333e-2,8.9467077722e-2
35.7735,1154,1.7307998846e-2,1.7314453731e-2,5.0273633266e-2
35.91775,338,2.5989880291e-2,2.5993891846e-2,7.9640690454e-2
35.96,722,3.0130760538e-2,3.0134045626e-2,9.7283981733e-2
36.05025,482,1.5963999518e-2,1.5972356221e-2,4.5744804525e-2
36.1105,386,1.5771999614e-2,1.5782888025e-2,4.1502852797e-2
36.15875,434,1.5867999566e-2,1.5871423773e-2,4.1218623773e-2
36.213,914,2.0091550129e-2,2.0101857614e-2,4.5833057614e-2
36.32725,1394,6.3874790508e-2,6.3884434553e-2,9.8952437531e-2
36.5015,866,1.6731999134e-2,1.67346102e-2,5.3716348312e-2
36.60975,50,3.7093903393e-2,3.7102290291e-2,8.5660850745e-2
36.616,1250,3.8380439e-2,3.8385795807e-2,7.0881644105e-2
36.77225,338,5.6146059623e-2,5.6156905176e-2,0.101128726436
36.8145,98,2.6462404664e-2,2.6467296768e-2,7.514216608e-2
36.82675,722,1.6443999278e-2,1.6451670309e-2,9.1256258415e-2
36.917,1394,3.0034974281e-2,3.0041611994e-2,5.6156811994e-2
37.09125,1202,6.3075830614e-2,6.3078066159e-2,9.4245634088e-2
37.2415,626,3.8897729899e-2,3.890577087e-2,6.440657087e-2
37.31975,1442,1.7883998558e-2,1.7887607893e-2,5.4267755611e-2
37.5,1346,2.6683928356e-2,2.6689778769e-2,7.7983385448e-2
37.66825,1010,2.6554906517e-2,2.6557517206e-2,5.2365517206e-2
37.7945,434,1.8065947617e-2,1.8071921503e-2,5.5749039835e-2
